field_1,Name,Hanzi,Polity,location,Latitude,Longitude,field_8,field_9,field_10
,Que Pass,闕塞,Zhou,"Modern Longmen 龍門, S of Luoyang City 洛陽市, Henan",34.57949,112.4758,Zhao 26.7.,,
,Que’an . .,鵲岸,Chu,"Modern area spans from N of Tongling City 銅陵市 to N bank of Yangzi River 長江, S of Wuwei Co 無爲縣, Anhui.",31.3187699,117.88726,Zhao 5.8.,,
,Quewai . .,闕外,Zhou,"N of Yichuan Co 伊川縣, Henan.",34.40629,112.44778,Ding 6.5,,
,Quji,曲棘,Song,"SE of Lankao Co 蘭考縣, Henan",34.814433,114.819486,"Zhao 25.7(C), 25.8, 26.4",,
,Quliang,曲梁 (1),"Lu 潞, later taken by Jin","N of Lucheng Co 潞城縣, Shanxi",36.3335642,113.2922553,Xuan 15.3.,,
,Quliang .,曲梁 (2),,"NE of Handan City 邯鄲市, Hebei.",36.6255599,114.53918,Xiang 3.7,,
,Qupu,曲濮,Wei,Unk,40.7011879,-99.1014292,Ding 8.14(C),,
,"Quqiu . ,",渠丘 (1),Qi,"Kuiqiu 葵丘. W of Linzi District 臨淄區, Zibo City 淄博市, Shandong.",36.7993999,118.38912,Zhao 11.10.,,
,Quqiu,渠丘 (2),Ju,"SE of Ju Co 莒縣, Shandong",35.5799699,118.83687,Cheng 9.10,,
,Quru,蘧挐,Probably the same place as Quchu 渠蒢,Unk,40.7011879,-99.1014292,Ding 15.5,,
,"Quwo . ,",曲沃 (1),Jin,"cap. E of Wenxi Co 聞喜縣, Shanxi.",35.406317,111.341279,"See also Xincheng 新城 (1). Yin 5.5; Huan 2.8, 9.3; Zhuang 28.2; Min 1.6; Xi 4.6, 24.1, 32.3; Xiang 16.1, 23.7(C). See map 3.",,
,Quwo . .,曲沃 (2),Jin,"Modern Quwo Town 曲沃鎮, S of Xia Co 陜縣, Henan.",34.7205399,111.10338,"Xiang 23.3, 23.6.",,
,Raojiao,繞角,Cai,"SE of Lushan Co 魯山縣, Henan",33.7385399,112.90802,Cheng 6.11; Xiang 26.10,,
,Ren,仞,Wei,"P, on boundary of old Jun Co 均縣, near Danjiangkou 丹江口, Hubei",32.60447,111.51543,Wen 16.4.,,
,Ren . .,任 (1),Jin,"SE of Ren Co任縣, Hebei.",37.1209199,114.67132,Ai 4.3,,
,Ren,任 (2),"Dom, CN Feng 風","Modern Jining City 濟寧市, Shandong",35.4145899,116.58724,Xi 21.4,,
,Renren,任人,Zhou,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 22.5,,
,Rongcheng,容城,Xu,"SE of Lushan Co 魯山縣, Henan",33.7385399,112.90802,Ding 4.7(C),,
,Ru,汝濱,Jin,Banks and valley of Ru River 汝河,32.700476,115.082804,"Cheng 17.7; Zhao 7.2, 29.5; Ai 1.1, 17.4.",,
,Rui . . .,芮,"Dom, CN Ji 姬","S of former Chaoyi Co 朝邑縣, Shanxi.",37.8734299,112.56272,"Huan 3.8, 10.3; Zhao 9.3",,
,Ruli . .,女栗,,Unk,40.7011879,-99.1014292,"Wen 10.5(C), 10.4",,
,Ruo,鄀 (1),Wei,"SE of Yicheng Co 宜城縣, Hubei",31.70838,112.26705,Ding 6.4,,
,Ruo . .,鄀 (2),Chu,"SW of Xichuan Co 淅川縣, Henan. Sometimes called “Lower Ruo” 下鄀 and probably a continuation of the same river listed above.",32.737039,111.758363,"Xi 25.3; Wen 5.5(C), 5.2; Ai 17.4. See map 4.",,
,Ruqing . .,汝清,Chu,"Between Yangzi 長江 and Huai Rivers 淮河, Anhui.",32.7952408,116.9827042,Zhao 5.8.,,
,Ruyin . .,汝陰,Chu,"Between Jia Co 郟縣 and Ye Co 葉縣, Henan.",33.9717999,113.21262,Cheng 16.1.,,
,Sai Pass,塞關,Lu,Unk,40.7011879,-99.1014292,Zhao 5.1,,
,Sangquan,桑泉,Jin,"NE of Linjin Town 臨晉鎮, Linyi Co 臨猗縣, Shanxi",35.095681,110.554522,Xi 24.1.,,
,Sangsui  .,桑隧.,Cai,"E of Queshan Co 確山縣, Henan.",32.762655,114.02833,Cheng 6.11; Xiang 26.10,,
,Sangtian,桑田,Jin,"Modern Chousangyi 稠桑驛, Lingbao Co 靈寶縣, Henan",34.624865,110.866815,Xi 2.5; Cheng 10.4.,,
,Santu  (mountain).,三塗,,"Modern Santu Mountain 三塗山, N bank of Yi River 伊河, SW of Gao Co 嵩縣, Henan.",34.44675365,112.4887091,Zhao 4.1,,
,Sha,沙,Same place as Suo 瑣 (2),"Jin E of Daming Co 大名縣, Hebei",36.2846489,115.1576326,,,
,Shalu  (mountain). .,沙鹿,Jin,"E of Daming Co 大名縣, Hebei.",36.2846489,115.1576326,"Xi 14.3(C), 14.3.",,
,Shan,單,Zhou,"SW of Meng Co 孟縣, Henan",34.9073499,112.79134,Zhuang 1.3(C) et passim,,
,Shandao,善道,Wu,"N of Xuyi Co 盱眙縣, Anhui",31.8615699,117.28565,"Xiang 5.4(C), 5.5",,
,Shang,商,Dom,Unk,40.7011879,-99.1014292,Huan 2.2,,
,Shangji,上棘,Zheng,"S of Yu Co 禹縣, Henan",34.7657099,113.75322,Xiang 18.4,,
,Shangliang,上梁,Jin,"N of Jun Co 浚縣, Henan",35.6761699,114.55078,Ding 14.6,,
,Shangluo,上雒,Jin,"Shang Co 商縣, Shaanxi",33.8627299,109.94107,Ai 4.2,,
,Shangming,上鄍,Que,"In Yanggu Co 陽穀縣, Shandong",36.1144699,115.7913099,Cheng 2.3,,
,Shangmi,商密,Chu,"SW of Xichuan Co 淅川縣, Henan",33.0333333,111.55,Xi 25.3; Wen 14.10,,
,Shangqiu,商丘,Song,"Cap Modern Shangqiu City 商丘市, Henan.",34.4142699,115.65635,Xiang 9.1; Zhao 1.12. See map 2.,,
,Shangren. .,商任,Que,"In Anyang Co 安陽縣, Henan.",36.1598999,114.41365,"Xiang 21.8(C), 21.7, 22.3",,
,Shangyan .  .,商奄,,"Ancient dom near Qufu Co 曲阜縣, Shandong",35.53986,117.04719,Ding 4.1.,,
,Shangyang,上陽,Nanguo,"S of Xia Co 陜縣, Henan",34.7205399,111.10338,Xi 5.8,,
,Shao River,少水,Jin,Modern Qin River 沁水,35.6901499,112.1866,Xiang 23.4,,
,Shaodi,少禘,Wei,Unk,40.7011879,-99.1014292,Ai 11.6,,
,Shaoliang,少梁,Qin,"S of Hancheng Co 韓城縣, Shaanxi",35.47754,110.47562,Wen 10.1,,
,Shaoling .,召陵,,"P, E of Yancheng Co 郾城縣, Henan.",33.5870499,114.00664,"Xi 4.3(C), 4.1, 5.5; Zhao 4.3, 14.3; Ding 4.2(C), 4.1, 4.2, 4.3. See map 4.",,
,Shaoxi,少習 (mountain),Chu,"E of Shang Co 商縣, Shaanxi",33.8627299,109.94107,Ai 4.2,,
,Sharui,沙汭,Chu,"NE of Huaiyuan Co 懷遠縣, Anhui",33.0039899,117.25089,Zhao 27.2,,
,Shasui,沙隨,Song,"N of Ningling Co 寧陵縣, Henan",34.573815,115.318084,"Cheng 16.8(C), 16.6; Xiang 9.7, 22.5.",,
,She . .,社,Zhou,"NE of Gong Co 鞏縣, Henan.",34.7479799,113.02206,Zhao 22.5,,
,She,葉,Chu,"S of Ye Co 葉縣, Henan",33.6268299,113.35737,"Xuan 3.6; Cheng 15.13(C), 15.7; Zhao 18.7; Ai 16.5.  1.4; Zhuang 6.3, 18.5; Xi 7.2, 25.3, 28.3, 28.4; Wen 16.4; Cheng 6.11, 7.5, 15.3, 16.5; Xiang 26.10; Zhao 4.2(C), 4.3, 11.3(C), 11.2, 13.2, 13.5; Ai 17.4. See map 4",,
,Shen,申 (2),Zheng,"E of Gong Co 鞏縣, Henan",34.7479799,113.02206,Wen 8.1,,
,Shěn .,沈 (1),,"Dom. SW of Fuyang City 阜陽市, Anhui.",32.8896299,115.81495,Wen 3.1(C); Cheng 8.2; Xiang 26.10.,,
,Shen,莘 (1),Cai,"In Runan Co 汝南縣, Henan",33.00685,114.3553,"Zhuang 10.5(C), 10.3, 14.3",,
,"Shen . ,",莘 (2),Wei,"Chengpu 城濮. Former Linpucheng 臨濮城, Fan Co 范縣, Shandong",36.6682599,117.02076,Xi 28.3.,,
,Shen,莘 (3),Guo,Unk,40.7011879,-99.1014292,Zhuang 32.3,,
,Shen,莘 (4),Qi/Wei,"N of Shen Co 莘縣, Shandong",36.2336099,115.67072,Huan 16.5; Cheng 2.3,,
,Shen Pond,申池,Qi,Unk,40.7011879,-99.1014292,Wen 18.2; Xiang 18.3,,
,Shenchui,邥垂,Zhou,"S of Luoyang City 洛陽市, Henan",34.6181299,112.45402,Wen 17.5,,
,Sheng,笙,Lu,Unk,40.7011879,-99.1014292,"Xuan 18.8(C), 18.5",,
,Shengdou,生竇,Lu,"N of Heze Co 菏澤縣, Shandong",35.15129,115.50733,Zhuang 9.5,,
,Shengxing,升陘,Lu,Unk,40.7011879,-99.1014292,"Xi 22.3(C), 22.7, 33.5",,
,Shenlu,沈鹿,Chu,"E of Zhongxiang Co 鍾祥縣, Hubei",31.1679699,112.58817,Huan 8.2,,
,Shi . .,邿 (1),Qi,"W of Pingyin Co 平陰縣, Shandong.",36.27467,116.48559,Xiang 18.3.,,
,Shi,邿 (2),"Dom, CN Ren 妊","S of Jining City 濟寧市, Shandong",35.4145899,116.58724,"Xiang 13.2(C), 13.2",,
,Shigu,施谷,Zhou,"E of Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 26.5,,
,Shilai,時來,Zheng,"N of Zhengzhou City 鄭州市, Henan",34.7472499,113.62493,Yin 11.2(C),,
,Shili,適歷,Jin,Unk,40.7011879,-99.1014292,"Zhao 31.2(C), 31.2",,
,Shiliu,石窌,Qi,"SE of Changqing Co 長清縣, Shandong",36.5566699,116.74272,Cheng 2.3,,
,Shimen,石門,Qi,"SW of Changqing Co 長清縣, Shandong",36.5566699,116.74272,"Yin 3.6(C), 3.6",,
,Shishi,尸氏 / Shi 尸,Zhou,"W of Yanshi Co 偃師縣, Henan",34.7264684,112.76553,"Zhao 26.5, 26.9",,
,Shixi,石溪,Wei,"Jun Co 均縣, Hubei",30.5453899,114.34234,Wen 16.4,,
,Shouduo,受鐸,Jin,"Near Xiangling 襄陵, Shanxi",37.8734299,112.56272,Xi 16.3,,
,Shoushu,壽舒,Ju,"In Ju Co 莒縣, Shandong",35.5799699,118.83687,Xiang 23.7,,
,Shouyu,壽餘,Ju,"In Anqiu Co 安丘縣, Shandong",36.36104,119.16773,Zhao 22.1,,
,Shouzhi,首止,Wei,"SE of Sui Co 睢縣, Henan",34.429664,115.080638,"Huan 18.2; Xi 5.4, 6.2; Cheng 15.3, 17.5",,
,Shu,舒,Dom,"CN Yan 偃 Ancestral dom of the three Shu doms listed below: Shujiu, Shuliao, and Shuyong. SW of Lujiang Co 廬江縣, Anhui.",31.3247199,117.09296,"Xi 3.3(C). Shu 蜀. Lu. W of Tai’an Co 泰安縣, Shandong. Xuan 18.4; Cheng 2.9(C), 2.10(C), 2.8; Zhao 7.3",,
,Shu,輸,Lu,"Near Ningyang Co 寧陽縣, Shandong",35.7605999,116.80112,Ai 15.1,,
,Shujiu,舒鳩,Dom,"Shucheng Co 舒城縣, Anhui",31.4834699,116.95845,"Xiang 24.9, 25.8(C), 25.8, 25.13; Ding 2.2",,
,Shuliao,舒蓼,Dom,"Between Shucheng Co 舒城縣 and Lujiang Co 廬江縣, Anhui",31.3247199,117.09296,"Wen 14.1; Xuan 8.6(C), 8.3.",,
,Shumaochun  . .,殳冒淳.,Qi,Unk,40.7011879,-99.1014292,Ai 6.6,,
,Shuqiu,黍丘,Cao,Unk,40.7011879,-99.1014292,Ai 7.5,,
,Shuyong,舒庸,Dom,"Shucheng Co 舒城縣, Anhui",31.4834699,116.95845,"Cheng 17.14(C), 17.11",,
,Shuzhou,舒州,Qi,"In Dacheng Co 大城縣, Hebei",38.7937099,116.6795,"Ai 14.3(C), 14.3, 14.11(C), 14.5",,
,Song,宋,"Dom, CN Zi 子","Cap at Shangqiu 商丘 near modern Shangqiu City 商丘市, Henan",34.4142699,115.65635,Yin preface et passim. See map 1,,
,Springs of Hua,華泉,Qi,Spring on Mount Hua 華山,34.477861,110.084789,Unk. Cheng 2.3,,
,Su,宿,Dom,"Slightly SE of Dongping Co 東平縣, Shandong",35.92246,116.43753,Yin 1.5(C); Xi 21.4,,
,Su,蘇,"Ancient dom, Wen 溫","SW of Wen Co 溫縣, Henan",34.9402299,113.08057,Xuan 3.6,,
,Su River,涑川,Jin,"NE of Yongji Co 永濟縣, Shanxi",34.8671599,110.44773,Cheng 13.3,,
,Suanzao,酸棗,Zheng,"SW of Yangjin Co 延津縣, Henan",35.1419399,114.20515,Xiang 30.10,,
,Sui,睢 (river),Song,Unk,40.7011879,-99.1014292,Cheng 15.4; Zhao 21.6; Ding 4.3,,
,Sui,遂,Dom,"NW of Ningyang Co 寧陽縣, Shandong",35.7605999,116.80112,"Zhuang 13.2(C), 13.1, 17.2(C), 17.2",,
,Sui,隨 (1),"Dom, CN Ji 姬","S of Sui Co 隨縣, Hubei",31.8537999,113.29995,Huan 6.2,,
,Sui,隨 (2),Jin,"SE of Jiexiu Co 介休縣, Shanxi",37.017694,111.919292,"Yin 5.2, 6.2",,
,Suo,瑣 (1),Chu,"E of Huoqiu Co 霍丘縣, Anhui",32.33721,116.27533,Zhao 5.8,,
,Suo,瑣 (2),Same place as Sha 沙 Jin,"E of Daming Co 大名縣, Hebei.",36.2846489,115.1576326,Ding 7.4,,
,Suo. .,瑣 (3),Zheng,"N of Xinzheng Co 新鄭縣, Henan.",34.39603,113.73097,Xiang 11.3.,,
,Suo Marsh,瑣澤,Jin,"In Daming Co 大名縣, Hebei",36.2846489,115.1576326,"Cheng 12.2(C), 12.2",,
,Suqi  .,速杞.,Sui,"W of Yingshan Co 應山縣, Hubei.",30.7351799,115.68143,Huan 8.2.,,
,Ta,沓,Wei,Unk,40.7011879,-99.1014292,"Wen 13.6(C), 13.5",,
,Tai,台,Lu,"SE of Fei Co 費縣, Shandong",35.278287,117.979969,"Xiang 12.1(C), 12.2(C), 12.1",,
,Taigu,台谷,Jin,"P, in Jincheng Co 晉城縣, Shanxi",35.4903899,112.85113,Cheng 18.12,,
,Taihang Pass,大行,Jin,NW of Qinyang Co 沁陽縣,35.0875999,112.9506,Xiang 23.4; Ding 8.3,,
,Taishang (Same place as Hutai 狐駘),駘上,Zhu,"SE of Teng Co 滕縣, Shandong.",35.084021,117.164388,Ai 27.1,,
,Taishi  (mountain).,大室,,"Same as modern Mount Song 嵩, N of Dengfeng 登封, Henan.",34.519664,113.004052,Zhao 4.1.,,
,Tan,郯,Wei,"SW of Tanxiancheng 郯縣城, Shandong",36.6682599,117.02076,"Xuan 4.1(C), 4.1",,
,Tan,譚,"Dom, later Qi","SE of Jinan City 濟南市, Shandong",36.6518399,117.12009,"Zhuang 10.6(C), 10.4",,
,Tang,唐 (1),Lu,"NE of former Yutai Co 魚臺縣, Shandong",35.0116099,116.65046,"Yin 2.4(C), 2.4; Huan 2.8(C), 2.9(C), 2.7.",,
,Tang . .,唐 (2),Zhou,"E of Luoyang City 洛陽市, Henan.",34.6181299,112.45402,Zhao 23.3,,
,Tang,唐 (3),Dom,"Modern Tangxian Town 唐縣鎮, Zaoyang Co 棗陽縣, Hubei",31.982618,113.124615,"Ding 5.5, Ai 17.4.",,
,Tang .,唐 (4),,"Ancient dom. Said to be at modern Taiyuan City 太原市 or S of Yicheng Co 翼城縣, Shanxi.",35.7382299,111.71836,Zhao 1.12.,,
,Tang . . .,唐 (5),Yan,Unk,40.7011879,-99.1014292,Zhao 12.1,,
,Tang,棠 (1),Lu,"Yucheng Town 魚城鎮, N of former Yutai Co 魚臺縣, Shandong",34.932788,116.469692,"Yin 5.1(C), 5.1.",,
,"Tang . ,",棠 (2),Qi,"also named Chuitang 郵棠. SE of Pingdu Co 平度縣, Shandong.",36.8073,119.89291,Xiang 6.7.,,
,Tang . . .,棠 (3),Chu,"W of Suiping Co 遂平縣, Henan",33.1450469,114.0015478,Zhao 20.2,,
,Tang,棠 (4),Wei,"Slight NW of Liuhe Co 六合縣, Jiangsu",32.3222199,118.82155,Xiang 14.7,,
,Tao,洮 (1),Lu,"Former Taoxu 桃墟, Sishui Co 泗水縣, Shandong",35.55034,117.24158,"Zhuang 27.1(C), 27.1; Xi 25.7(C), 25.5, 26.1, 26.3; Xiang 17.4(C)",,
,Tao,洮 (2),Cao,"NW of Juancheng Co 鄄城縣, Shandong",35.54971,115.59926,"Xi 8.1(C), 8.1, 31.1; Ding 14.8(C), 14.7.",,
,Tao . .,洮 (river) (3),Jin,"SE of Wenxi Co 聞喜縣, Shanxi.",35.406317,111.341279,Zhao 1.12,,
,Tao,桃 (4),Lu,"N and slightly E of Wenshang Co 汶上縣, Shandong",35.728057,116.491267,"Xiang 17.4(C), 17.3; Zhao 7.5",,
,Taolin,桃林,Jin,"Modern Wenxiang 閿鄉 with a western boundary at the ?border of Tongguan 潼關, Lingbao Co 靈寶縣, Henan",34.52403,110.88813,Wen 13.1,,
,Taoqiu,桃丘,Wei,"E of Anping Township 安平鎮, Dong’e Co 東阿縣, Shandong",38.232863,115.530512,Huan 10.3(C).,,
,Teng . . .,滕 (1),,Dom Unk,40.7011879,-99.1014292,Yin 7.2(C).,,
,Teng,滕 (2),Wei,Unk,40.7011879,-99.1014292,Min 2.5,,
,Tiao,條,Jin,"N of Anyi Town 安邑鎮, Shanxi",35.06503,111.0391,Huan 2.8,,
,Tiaoqiu,苕丘,Jin,Unk,40.7011879,-99.1014292,Cheng 16.11,,
,Tie,鐵,Wei,"NW of Puyang Co 濮陽縣, Henan",35.5764999,115.26089,"Ai 2.5(C), 2.3",,
,Tishang,隄上,Zhou,Unk,40.7011879,-99.1014292,Zhao 26.9,,
,Tong,桐,Wei,"N of Tongcheng Co 桐城縣, Anhui",31.0410399,116.9387999,Ding 2.2,,
,Tong River,桐汭,Wu,"NW of Guangde Co 廣德縣, Anhui",30.7798899,119.39173,Ai 15.2,,
,Tongqiu,桐丘,Zheng,"W of Fugou Co 扶溝縣, Henan",34.03517,114.59745,Zhuang 28.3; Ai 27.3,,
,Tongru,桐汝,"Lu, village of Tongru 桐汝 and Qufu 曲阜",Unk,40.7011879,-99.1014292,Zhao 15.10,,
,Tongti,銅鞮,Jin,"S of Qin Co 沁縣, Shanxi",36.70127,112.64575,Cheng 9.7; Zhao 28.3,,
,Tuhe,菟和,Jin,"Modern Tuhe Mountain 菟和山, E of Shang Co 商縣, Shaanxi",33.8627299,109.94107,Ai 4.2.,,
,"Tui . , . .",隤,Zhou later taken by Zheng,"N of Huojia Co 獲嘉縣, Henan",35.2596199,113.65716,Yin 11.5,,
,Tuogao  .,橐皋.,Wu,"Modern Zhegao Town 柘皋鎮, NW of Chao Co 巢縣, ?Anhui.",31.77673,117.74888,"Ai 12.3(C), 12.3",,
,Tupu,菟圃,Wei,"In Changyuan Co 長垣縣, Henan",35.0744299,114.7629,"Xi 18.4, 19.4",,
,Tuqiu,菟裘,Lu,"SE of Tai’an Co 泰安縣, Shandong",36.1999399,117.0884,Yin 11.8,,
,Tushui,塗水,Jin,"SW of Yuci City 榆次市, Shanxi",37.6997799,112.70746,Zhao 28.3,,
,"Two Qu . ,",二屈,Jin,"northern and southern Qu. Northern Qu was located NE of Ji Co 吉縣, Shanxi. Southern Qu was adjacent.",36.0979152,110.6817158,Zhuang 28.2.,,
,Wa,瓦,Wei,"S of Wen Co 溫縣, Henan",34.9402299,113.08057,"Ding 8.6, 8.7(C), 8.8",,
,Waili,外里,Wei,"In Hua Co 滑縣, Henan",35.5753399,114.5193,Ai 25.1,,
,Waizhou,外州,Wei,Unk,40.7011879,-99.1014292,"Ai 11.6, 26.1",,
,Wang,汪,Qin,"Near Pengya 彭衙, in Baishui Co 白水縣, Shaanxi",35.183615,109.592708,Wen 2.6,,
,Wangcheng,王城 (1),Qin,"E of Dali Co 大荔縣, Shaanxi",34.7956039,109.9420041,"Xi 15.8, 24.1; Cheng 11.9",,
,Wangcheng,王城 (2),"Zhou, cap of E Zhou 東周","NE of Luoyang City 洛陽市, Henan",34.6181299,112.45402,"Zhuang 21.1; Xi 11.3, 25.2; Zhao 22.8(C), 22.5, 23.3, 26.5; Ding 7.6. See map 3.",,
,Wangguan . .,王官,Jin,"W of Wenxi Co 聞喜縣, Shanxi.",35.406317,111.341279,"Wen 3.4, 4.5; Cheng 13.3",,
,Wangu,萑谷,Zhou,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 26.7,,
,Wawu,瓦屋,Zhou,"NW of Wen Co 溫縣, Henan",34.9402299,113.08057,"Yin 8.5(C), 8.5",,
,Wei,蒍,Chu,Unk,40.7011879,-99.1014292,Xi 27.4,,
,Wei,衛,"Dom, CN Ji 姬","Cap at Diqiu 帝丘, SW of Puyang Co 濮陽縣, Henan",35.75746,115.04611,Yin 1.10 et passim. See map 1.,,
,Wei . .,鄬,Zheng,"In Lushan Co 魯山縣, Henan.",33.7385399,112.90802,"Xiang 7.9(C), 7.8",,
,Weì . .,魏,"Zhou, later Jin","W of Ruicheng Co 芮城縣, Shanxi.",34.6936499,110.69442,"Xuan 3.8, 4.4; Min 1.6; Wen 13.2; Xiang 29.11; Zhao 9.3.",,
,Wei River . .,洧上,Zheng,"Xinzheng Co 新鄭縣, Henan.",34.39603,113.73097,Xiang 1.2.,,
,Wei River,曲洧,Zheng,"Former Weichuan Co 洧川縣, Henan",34.7657099,113.75322,Cheng 17.2,,
,Wei River,渭汭,Xiguo,"Area where Wei River enters Yellow River, NE of Huayin Co 華陰縣, Shaanxi",34.5660199,110.09207,Min 2.1.,,
,Weishi  .,薳澨.,Chu,"W of Jingshan Co 京山縣, Hubei, E shore of Han River.",31.0184799,113.11953,Zhao 23.7.,,
,Weiyu  .,魏榆.,Jin,"NW of Yuci Co 榆次縣, Shanxi.",37.6997799,112.70746,Zhao 8.1,,
,Wen,溫,"Zhou, later Jin","S of Wen Co 溫縣, Henan",34.9402299,113.08057,"Yin 3.3, 8.5, 11.5; Zhuang 19.2; Xi 10.2(C), 10.1, 24.2, 25.2, 28.15(C), 28.7; Wen 1.5, 5.5, 6.1; Xuan 17.1; Cheng 11.7; Xiang 16.1; Zhao 1.15, 3.4, 22.5; Ding 8.7. See map 3.",,
,Wu .,吳,,"Dom, CN Ji 姬. Cap located in area of modern-day Suzhou 蘇州, Jiangsu.",31.2983399,120.58319,Xuan 8.3 et passim. See map 4.,,
,"Wu . , .",郚 (1),Ji later taken by Qi,"SW of Anqiu Co 安丘縣, Shandong.",36.36104,119.16773,Zhuang 1.8(C),,
,"Wen River, lands on the northern bank of the Wen River . . .",汶陽,Lu,Unk,40.7011879,-99.1014292,"Xi 1.8, Cheng 2.7(C), 2.3, 3.2, 3.5, 8.1(C), 8.1, 9.2; Ding 10.2; Ai 24.1.",,
,Wu,郚 (2),Lu,"SE of Sishui Co 泗水縣, Shandong",35.55034,117.24158,Wen 7.3(C),,
,Wu,鄔 (1),Jin,"NE of Jiexiu Co 界休閒, Shanxi",37.0270999,111.91672,Zhao 28.3,,
,Wu,鄔 (2),"Zheng, taken by Zhou",Unk,40.7011879,-99.1014292,Yin 11.5; Zhuang 20.1; Zhao 24.1,,
,Wucheng,武城 (1),Lu,"Near Qi area Jiaxiang Co 嘉祥縣, Shandong.",35.4493,116.35502,"Xiang 19.15(C), 19.12",,
,Wucheng,武城 (2),Chu,"NE of Nanyang City 南陽市, Henan",32.68649,112.60989,Xi 6.4; Cheng 16.1; Xiang 9.4; Zhao 4.3,,
,Wucheng,武城 (3),Jin,"NE of Hua Co 華縣, Shaanxi",34.5125899,109.7719,Wen 8.2,,
,Wudi,無棣,Qi,"Tangshan Prefecture 唐山地區, Hebei",39.624571,118.120737,Xi 4.1,,
,Wufu,武父 (1),Wei,Unk,40.7011879,-99.1014292,Ding 4.1,,
,Wufu,武父 (2),Zheng,"S of Dongming Co 東明縣, Henan",35.268125,115.092195,"Xuan 12.7(C), 12.2",,
,Wulou . .,無婁,,Unk,40.7011879,-99.1014292,Xuan 15.7(C).,,
,Wulu,五鹿,Jin then Wei,"Modern Shalu 沙鹿, E of Daming Co 大名縣, Hebei",36.2831716,115.1740703,"Xi 23.6, 28.1; Xiang 25.4; Ai 1.3, 4.3.",,
,Wushi . .,五氏,Jin,"W of Handan City 邯鄲市, Hebei.",36.6255599,114.53918,"Ding 9.5(C), 9.4",,
,Wuwu  .,五梧.,Lu,"NW of Pingyi Co 平邑縣, Shandong.",35.5058699,117.64048,"Ai 8.2, 25.2.",,
,Xi,析,Chu,"Same place as Baiyu 白羽 Area NW of Xichuan Co 淅川縣 and Neixiang Co 内鄉縣, Henan.",33.0448299,111.84926,"Xi 25.3; Zhao 18.7; Ai 4.2, 18.2.",,
,Xi . .,奚,Lu,"S of Teng Co 滕縣, Shandong.",35.084021,117.164388,"Huan 17.3(C), 17.3",,
,Xi . . . ;,息,Dom then Chu,Unk,40.7011879,-99.1014292,"Yin 11.6; Xi 25.3, 28.4; Wen 10.5, 16.4; Cheng 7.11",,
,Xi,鄎,"Qi, southern frontier",Unk,40.7011879,-99.1014292,"Ai 10.2, 11.1",,
,Xi,酅 (1),Qi,"S of Dong’e Co 東阿縣, Shandong",36.3350299,116.24773,Xi 26.2(C),,
,Xi,酅 (2),"Ji, later Qi","E of Linzi Town 臨淄鎮, Shandong",36.85287,118.302,"Zhuang 3.4(C), 3.3, 12.1(C)",,
,Xi,戲,Zheng,"Modern Xitong Mountain 戲童山, NE of Songshan Co 嵩山縣, Henan.",34.7657099,113.75322,"Xiang 9.5(C), 9.5, 22.2.",,
,Xia,瑕 (1),Sui later Chu.,Unk,40.7011879,-99.1014292,Huan 6.2; Cheng 16.5.,,
,Xia,瑕 (2),Jin,"Formerly Quwo 曲沃, E of Lingbao Co 靈寶縣, Henan",34.5168499,110.89456,"Xi 30.3; Wen 12.6, 13.1; Cheng 13.3; Zhao 22.5.",,
,Xia. . .,瑕 (3),Zhou,Unk,40.7011879,-99.1014292,Zhao 24.5,,
,Xia River,夏汭,Chu,Area where Xifei River 西肥河 flows into Huai 淮,32.68291922,116.7002098,"Zhao 4.7, 5.8",,
,Xian,弦,Dom,"NW of Gouchuan Co 溝川縣, Henan",34.7657099,113.75322,"Xi 5.7(C), 5.7; Zhao 31.4",,
,Xian,鹹 (1),Wei,"SE of Puyang Co 濮陽縣, Henan",35.5764999,115.26089,"Xi 13.3(C), 13.2; Ding 7.3(C), 7.4",,
,Xian,鹹 (2),Lu,"S of Juye Co 巨野縣, Shandong",35.3963299,116.09495,"Wen 11.6(C), 11.5; Xiang 30.3",,
,Xiang,向 (1),Wu,"W of Huaiyuan Co 懷遠縣, Anhui",33.0039899,117.25089,"Xiang 14.1(C), 14.1, 14.3",,
,Xiang,向 (2),"Zhou, royal household area","S of Jiyuan Co 濟源縣, Henan",35.0745099,112.60383,"Yin 11.5; Huan 7.2, 7.3",,
,Xiang,向 (3),"Dom, CN Jiang 姜; wiped out by Ju, later Lu","S of Ju Co 莒縣, Shandong",35.5799699,118.83687,"Yin 2.2(C), 2.2; Huan 16.4(C), 16.4; Xi 26.1(C), 26.1; Xiang 20.1(C), 20.1.",,
,Xiang . .,向 (4),Zheng,"Near Weishi Co 尉氏縣, Henan.",34.4116099,114.19297,Xiang 11.3,,
,Xiang,項,Dom,"In Xiangcheng Co 項城縣, Henan",33.43374,114.81779,"Xi 17.2(C), 17.3",,
,Xiangniu,襄牛,Wei,"S of Fan Co 范縣, Shandong",36.6682599,117.02076,Xi 28.1; Xiang 10.5,,
,Xiangyin,向陰,Jin,Unk,40.7011879,-99.1014292,Xuan 7.3,,
