ogc_fid,field_1,name,hanzi,polity,location,latitude,longitude,entries,field_9,field_10,GEOMETRY,years
596,,Qu,渠,Zhou,"In Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 26.7,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',514
597,,Quan,卷,Chu,"SW of Ye Co 葉縣, Henan",33.6268299,113.35737,Zhao 25.11,,,b'\x00\x01\xe6\x10\x00\x00\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@|\x01\x00\x00\x00\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@\xfe',515
598,,Quan,權,"Dom, wiped out by Chu","SE of Dangyang Co 當陽縣, Hubei",30.8211799,111.78833,Zhuang 18.5.,,,b'\x00\x01\xe6\x10\x00\x00*\x1d\xac\xffs\xf2[@\xef\xa1\x8e\xd88\xd2>@*\x1d\xac\xffs\xf2[@\xef\xa1\x8e\xd88\xd2>@|\x01\x00\x00\x00*\x1d\xac\xffs\xf2[@\xef\xa1\x8e\xd88\xd2>@\xfe',674
599,,Quanqiu .,泉丘,Lu.,"Between Ningyang Co 寧陽縣 and Sishui Co 泗水縣, Shandong.",35.7605999,116.80112,Zhao 11.4.,,,b'\x00\x01\xe6\x10\x00\x00\xfa\n\xd2\x8cE3]@\xa2\xebgV[\xe1A@\xfa\n\xd2\x8cE3]@\xa2\xebgV[\xe1A@|\x01\x00\x00\x00\xfa\n\xd2\x8cE3]@\xa2\xebgV[\xe1A@\xfe',529
600,,Quanqiu . .,犬丘 (1),Wei,"NW of Yongcheng Co 永城縣, Henan.",33.9291499,116.44946,Xiang 1.3,,,b'\x00\x01\xe6\x10\x00\x00\r7\xe0\xf3\xc3\x1c]@t\xcaHb\xee\xf6@@\r7\xe0\xf3\xc3\x1c]@t\xcaHb\xee\xf6@@|\x01\x00\x00\x00\r7\xe0\xf3\xc3\x1c]@t\xcaHb\xee\xf6@@\xfe',570
601,,Quanqiu,犬丘 (2),Song,"N of Cao Co 曹縣, Shandong",36.6682599,117.02076,Yin 8.1; Xiang 10.5,,,b'\x00\x01\xe6\x10\x00\x00(D\xc0!TA]@7\xddW\x8a\x89UB@(D\xc0!TA]@7\xddW\x8a\x89UB@|\x01\x00\x00\x00(D\xc0!TA]@7\xddW\x8a\x89UB@\xfe',"561,714"
602,,Quchi,曲池,Lu,"NE of Ningyang Co 寧陽縣, Shandong",35.7605999,116.80112,"Huan 12.2(C), 12.1",,,b'\x00\x01\xe6\x10\x00\x00\xfa\n\xd2\x8cE3]@\xa2\xebgV[\xe1A@\xfa\n\xd2\x8cE3]@\xa2\xebgV[\xe1A@|\x01\x00\x00\x00\xfa\n\xd2\x8cE3]@\xa2\xebgV[\xe1A@\xfe',"698,698"
603,,Quchu,渠蒢,Probably the same place as Quru 蘧挐,Unk,40.7011879,-99.1014292,Ding 15.7(C),,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',493
604,,Que Pass,闕塞,Zhou,"Modern Longmen 龍門, S of Luoyang City 洛陽市, Henan",34.57949,112.4758,Zhao 26.7.,,,"b'\x00\x01\xe6\x10\x00\x00\xf5\xdb\xd7\x81s\x1e\\@\xf5-s\xba,JA@\xf5\xdb\xd7\x81s\x1e\\@\xf5-s\xba,JA@|\x01\x00\x00\x00\xf5\xdb\xd7\x81s\x1e\\@\xf5-s\xba,JA@\xfe'",514
605,,Que’an . .,鵲岸,Chu,"Modern area spans from N of Tongling City 銅陵市 to N bank of Yangzi River 長江, S of Wuwei Co 無爲縣, Anhui.",31.3187699,117.88726,Zhao 5.8.,,,"b'\x00\x01\xe6\x10\x00\x00""\xc3*\xde\xc8x]@\xferw\xe7\x9aQ?@""\xc3*\xde\xc8x]@\xferw\xe7\x9aQ?@|\x01\x00\x00\x00""\xc3*\xde\xc8x]@\xferw\xe7\x9aQ?@\xfe'",535
606,,Quewai . .,闕外,Zhou,"N of Yichuan Co 伊川縣, Henan.",34.40629,112.44778,Ding 6.5,,,b'\x00\x01\xe6\x10\x00\x00b\xf3qm\xa8\x1c\\@\x8eX\x8bO\x014A@b\xf3qm\xa8\x1c\\@\x8eX\x8bO\x014A@|\x01\x00\x00\x00b\xf3qm\xa8\x1c\\@\x8eX\x8bO\x014A@\xfe',502
607,,Quji,曲棘,Song,"SE of Lankao Co 蘭考縣, Henan",34.814433,114.819486,"Zhao 25.7(C), 25.8, 26.4",,,b'\x00\x01\xe6\x10\x00\x00\xe9ahur\xb4\\@?\xe4-W?hA@\xe9ahur\xb4\\@?\xe4-W?hA@|\x01\x00\x00\x00\xe9ahur\xb4\\@?\xe4-W?hA@\xfe',"515,515,514"
608,,Quliang,曲梁 (1),"Lu 潞, later taken by Jin","N of Lucheng Co 潞城縣, Shanxi",36.3335642,113.2922553,Xuan 15.3.,,,b'\x00\x01\xe6\x10\x00\x00J\xe5\x92O\xb4R\\@\xe6\x0eQ;\xb2*B@J\xe5\x92O\xb4R\\@\xe6\x0eQ;\xb2*B@|\x01\x00\x00\x00J\xe5\x92O\xb4R\\@\xe6\x0eQ;\xb2*B@\xfe',592
609,,Quliang .,曲梁 (2),,"NE of Handan City 邯鄲市, Hebei.",36.6255599,114.53918,Xiang 3.7,,,b'\x00\x01\xe6\x10\x00\x00\x11\xaa\xd4\xec\x81\xa2\\@2\x18\xc8X\x12PB@\x11\xaa\xd4\xec\x81\xa2\\@2\x18\xc8X\x12PB@|\x01\x00\x00\x00\x11\xaa\xd4\xec\x81\xa2\\@2\x18\xc8X\x12PB@\xfe',568
610,,Qupu,曲濮,Wei,Unk,35.77757000000004,117.80172000000007,Ding 8.14(C),,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',500
611,,"Quqiu . ,",渠丘 (1),Qi,"Kuiqiu 葵丘. W of Linzi District 臨淄區, Zibo City 淄博市, Shandong.",36.7993999,118.38912,Zhao 11.10.,,,b'\x00\x01\xe6\x10\x00\x00\r\x8e\x92W\xe7\x98]@|ve\xbcRfB@\r\x8e\x92W\xe7\x98]@|ve\xbcRfB@|\x01\x00\x00\x00\r\x8e\x92W\xe7\x98]@|ve\xbcRfB@\xfe',529
612,,Quqiu,渠丘 (2),Ju,"SE of Ju Co 莒縣, Shandong",35.5799699,118.83687,Cheng 9.10,,,b'\x00\x01\xe6\x10\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@|\x01\x00\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@\xfe',580
613,,Quru,蘧挐,Probably the same place as Quchu 渠蒢,Unk,40.7011879,-99.1014292,Ding 15.5,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',493
614,,"Quwo . ,",曲沃 (1),Jin,"cap. E of Wenxi Co 聞喜縣, Shanxi.",35.406317,111.341279,"See also Xincheng 新城 (1). Yin 5.5; Huan 2.8, 9.3; Zhuang 28.2; Min 1.6; Xi 4.6, 24.1, 32.3; Xiang 16.1, 23.7(C). See map 3.",,,b'\x00\x01\xe6\x10\x00\x00\xf1\xf3\xdf\x83\xd7\xd5[@\x88g\t2\x02\xb4A@\xf1\xf3\xdf\x83\xd7\xd5[@\x88g\t2\x02\xb4A@|\x01\x00\x00\x00\xf1\xf3\xdf\x83\xd7\xd5[@\x88g\t2\x02\xb4A@\xfe',"555,548,653,656,649,630,657,654,634,626,,664,708,701,717"
615,,Quwo . .,曲沃 (2),Jin,"Modern Quwo Town 曲沃鎮, S of Xia Co 陜縣, Henan.",34.7205399,111.10338,"Xiang 23.3, 23.6.",,,b'\x00\x01\xe6\x10\x00\x00\xdf\xc3%\xc7\x9d\xc6[@G\xfb\xc4\xa6:\\A@\xdf\xc3%\xc7\x9d\xc6[@G\xfb\xc4\xa6:\\A@|\x01\x00\x00\x00\xdf\xc3%\xc7\x9d\xc6[@G\xfb\xc4\xa6:\\A@\xfe',"548,548"
616,,Raojiao,繞角,Cai,"SE of Lushan Co 魯山縣, Henan",33.7385399,112.90802,Cheng 6.11; Xiang 26.10,,,b'\x00\x01\xe6\x10\x00\x00J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@|\x01\x00\x00\x00J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@\xfe',"545,583"
617,,Ren,仞,Wei,"P, on boundary of old Jun Co 均縣, near Danjiangkou 丹江口, Hubei",32.60447,111.51543,Wen 16.4.,,,b'\x00\x01\xe6\x10\x00\x00%X\x1c\xce\xfc\xe0[@\xe1\xb4\xe0E_M@@%X\x1c\xce\xfc\xe0[@\xe1\xb4\xe0E_M@@|\x01\x00\x00\x00%X\x1c\xce\xfc\xe0[@\xe1\xb4\xe0E_M@@\xfe',609
618,,Ren . .,任 (1),Jin,"SE of Ren Co任縣, Hebei.",37.1209199,114.67132,Ai 4.3,,,b'\x00\x01\xe6\x10\x00\x00\xa5I)\xe8\xf6\xaa\\@\xc1\xf7\xa3Mz\x8fB@\xa5I)\xe8\xf6\xaa\\@\xc1\xf7\xa3Mz\x8fB@|\x01\x00\x00\x00\xa5I)\xe8\xf6\xaa\\@\xc1\xf7\xa3Mz\x8fB@\xfe',490
619,,Ren,任 (2),"Dom, CN Feng 風","Modern Jining City 濟寧市, Shandong",35.4145899,116.58724,Xi 21.4,,,b'\x00\x01\xe6\x10\x00\x00\xcb\xb9\x14W\x95%]@?\xe0&H\x11\xb5A@\xcb\xb9\x14W\x95%]@?\xe0&H\x11\xb5A@|\x01\x00\x00\x00\xcb\xb9\x14W\x95%]@?\xe0&H\x11\xb5A@\xfe',637
620,,Renren,任人,Zhou,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 22.5,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',518
621,,Rongcheng,容城,Xu,"SE of Lushan Co 魯山縣, Henan",33.7385399,112.90802,Ding 4.7(C),,,b'\x00\x01\xe6\x10\x00\x00J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@|\x01\x00\x00\x00J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@\xfe',504
622,,Ru,汝濱,Jin,Banks and valley of Ru River 汝河,32.700476,115.082804,"Cheng 17.7; Zhao 7.2, 29.5; Ai 1.1, 17.4.",,,b'\x00\x01\xe6\x10\x00\x00\x97\xfe%\xa9L\xc5\\@\x03\xd1\x932\xa9Y@@\x97\xfe%\xa9L\xc5\\@\x03\xd1\x932\xa9Y@@|\x01\x00\x00\x00\x97\xfe%\xa9L\xc5\\@\x03\xd1\x932\xa9Y@@\xfe',"493,477,533,511,572"
623,,Rui . . .,芮,"Dom, CN Ji 姬","S of former Chaoyi Co 朝邑縣, Shanxi.",37.8734299,112.56272,"Huan 3.8, 10.3; Zhao 9.3",,,b'\x00\x01\xe6\x10\x00\x00\x873\xbf\x9a\x03$\\@\x9d\xec\x0b\x8d\xcc\xefB@\x873\xbf\x9a\x03$\\@\x9d\xec\x0b\x8d\xcc\xefB@|\x01\x00\x00\x00\x873\xbf\x9a\x03$\\@\x9d\xec\x0b\x8d\xcc\xefB@\xfe',"531,707,700"
624,,Ruli . .,女栗,,Unk,40.7011879,-99.1014292,"Wen 10.5(C), 10.4",,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"615,615"
625,,Ruo,鄀 (1),Wei,"SE of Yicheng Co 宜城縣, Hubei",31.70838,112.26705,Ding 6.4,,,b'\x00\x01\xe6\x10\x00\x00e\x19\xe2X\x17\x11\\@\xf6#EdX\xb5?@e\x19\xe2X\x17\x11\\@\xf6#EdX\xb5?@|\x01\x00\x00\x00e\x19\xe2X\x17\x11\\@\xf6#EdX\xb5?@\xfe',502
626,,Ruo . .,鄀 (2),Chu,"SW of Xichuan Co 淅川縣, Henan. Sometimes called “Lower Ruo” 下鄀 and probably a continuation of the same river listed above.",32.737039,111.758363,"Xi 25.3; Wen 5.5(C), 5.2; Ai 17.4. See map 4.",,,b'\x00\x01\xe6\x10\x00\x00\xc6\xdf\xf6\x04\x89\xf0[@3p@KW^@@\xc6\xdf\xf6\x04\x89\xf0[@3p@KW^@@|\x01\x00\x00\x00\xc6\xdf\xf6\x04\x89\xf0[@3p@KW^@@\xfe',"477,620,620,633"
627,,Ruqing . .,汝清,Chu,"Between Yangzi 長江 and Huai Rivers 淮河, Anhui.",32.7952408,116.9827042,Zhao 5.8.,,,b'\x00\x01\xe6\x10\x00\x00\x14)(\xa0\xe4>]@\xf28Vs\xcae@@\x14)(\xa0\xe4>]@\xf28Vs\xcae@@|\x01\x00\x00\x00\x14)(\xa0\xe4>]@\xf28Vs\xcae@@\xfe',535
628,,Ruyin . .,汝陰,Chu,"Between Jia Co 郟縣 and Ye Co 葉縣, Henan.",33.9717999,113.21262,Cheng 16.1.,,,b'\x00\x01\xe6\x10\x00\x00o\x9e\xea\x90\x9bM\\@\xc7`j\xf0c\xfc@@o\x9e\xea\x90\x9bM\\@\xc7`j\xf0c\xfc@@|\x01\x00\x00\x00o\x9e\xea\x90\x9bM\\@\xc7`j\xf0c\xfc@@\xfe',573
629,,Sai Pass,塞關,Lu,Unk,35.77757000000008,117.80171999999992,Zhao 5.1,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',535
630,,Sangquan,桑泉,Jin,"NE of Linjin Town 臨晉鎮, Linyi Co 臨猗縣, Shanxi",35.095681,110.554522,Xi 24.1.,,,b'\x00\x01\xe6\x10\x00\x00g\xba\xd7I}\xa3[@\x9e\xecfF?\x8cA@g\xba\xd7I}\xa3[@\x9e\xecfF?\x8cA@|\x01\x00\x00\x00g\xba\xd7I}\xa3[@\x9e\xecfF?\x8cA@\xfe',634
631,,Sangsui  .,桑隧.,Cai,"E of Queshan Co 確山縣, Henan.",32.762655,114.02833,Cheng 6.11; Xiang 26.10,,,b'\x00\x01\xe6\x10\x00\x00\xb9\xdf\xa1(\xd0\x81\\@\xc1\x90\xd5\xad\x9ea@@\xb9\xdf\xa1(\xd0\x81\\@\xc1\x90\xd5\xad\x9ea@@|\x01\x00\x00\x00\xb9\xdf\xa1(\xd0\x81\\@\xc1\x90\xd5\xad\x9ea@@\xfe',"545,583"
632,,Sangtian,桑田,Jin,"Modern Chousangyi 稠桑驛, Lingbao Co 靈寶縣, Henan",34.624865,110.866815,Xi 2.5; Cheng 10.4.,,,b'\x00\x01\xe6\x10\x00\x00\xaa+\x9f\xe5y\xb7[@ \xb5\x89\x93\xfbOA@\xaa+\x9f\xe5y\xb7[@ \xb5\x89\x93\xfbOA@|\x01\x00\x00\x00\xaa+\x9f\xe5y\xb7[@ \xb5\x89\x93\xfbOA@\xfe',"579,656"
633,,Santu  (mountain).,三塗,,"Modern Santu Mountain 三塗山, N bank of Yi River 伊河, SW of Gao Co 嵩縣, Henan.",34.44675365,112.4887091,Zhao 4.1,,,b'\x00\x01\xe6\x10\x00\x00|p\x88\x02G\x1f\\@/\x0f>9/9A@|p\x88\x02G\x1f\\@/\x0f>9/9A@|\x01\x00\x00\x00|p\x88\x02G\x1f\\@/\x0f>9/9A@\xfe',536
634,,Sha,沙,Same place as Suo 瑣 (2),"Jin E of Daming Co 大名縣, Hebei",36.2846489,115.1576326,,,,b'\x00\x01\xe6\x10\x00\x00$r\x0b\xa7\x16\xca\\@\xd3+\n`o$B@$r\x0b\xa7\x16\xca\\@\xd3+\n`o$B@|\x01\x00\x00\x00$r\x0b\xa7\x16\xca\\@\xd3+\n`o$B@\xfe',
635,,Shalu  (mountain). .,沙鹿,Jin,"E of Daming Co 大名縣, Hebei.",36.2846489,115.1576326,"Xi 14.3(C), 14.3.",,,b'\x00\x01\xe6\x10\x00\x00$r\x0b\xa7\x16\xca\\@\xd3+\n`o$B@$r\x0b\xa7\x16\xca\\@\xd3+\n`o$B@|\x01\x00\x00\x00$r\x0b\xa7\x16\xca\\@\xd3+\n`o$B@\xfe',"644,644"
636,,Shan,單,Zhou,"SW of Meng Co 孟縣, Henan",34.9073499,112.79134,Zhuang 1.3(C) et passim,,,b'\x00\x01\xe6\x10\x00\x00\x11\x01\x87P\xa52\\@\xb2C\xa1\n$tA@\x11\x01\x87P\xa52\\@\xb2C\xa1\n$tA@|\x01\x00\x00\x00\x11\x01\x87P\xa52\\@\xb2C\xa1\n$tA@\xfe',691
637,,Shandao,善道,Wu,"N of Xuyi Co 盱眙縣, Anhui",31.8615699,117.28565,"Xiang 5.4(C), 5.5",,,b'\x00\x01\xe6\x10\x00\x00\x8e\x06\xf0\x16HR]@\xce\xb7O\xd8\x8f\xdc?@\x8e\x06\xf0\x16HR]@\xce\xb7O\xd8\x8f\xdc?@|\x01\x00\x00\x00\x8e\x06\xf0\x16HR]@\xce\xb7O\xd8\x8f\xdc?@\xfe',"566,566"
638,,Shang,商,Dom,Unk,35.777570000000075,117.80171999999996,Huan 2.2,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',708
639,,Shangji,上棘,Zheng,"S of Yu Co 禹縣, Henan",34.7657099,113.75322,Xiang 18.4,,,b'\x00\x01\xe6\x10\x00\x00\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@|\x01\x00\x00\x00\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@\xfe',553
640,,Shangliang,上梁,Jin,"N of Jun Co 浚縣, Henan",35.6761699,114.55078,Ding 14.6,,,b'\x00\x01\xe6\x10\x00\x00\x9e\xd2\xc1\xfa?\xa3\\@\x11\x85;\xbc\x8c\xd6A@\x9e\xd2\xc1\xfa?\xa3\\@\x11\x85;\xbc\x8c\xd6A@|\x01\x00\x00\x00\x9e\xd2\xc1\xfa?\xa3\\@\x11\x85;\xbc\x8c\xd6A@\xfe',494
641,,Shangluo,上雒,Jin,"Shang Co 商縣, Shaanxi",33.8627299,109.94107,Ai 4.2,,,b'\x00\x01\xe6\x10\x00\x00\xcaO\xaa}:|[@\x03\xe4\xf0\xeem\xee@@\xcaO\xaa}:|[@\x03\xe4\xf0\xeem\xee@@|\x01\x00\x00\x00\xcaO\xaa}:|[@\x03\xe4\xf0\xeem\xee@@\xfe',490
642,,Shangming,上鄍,Que,"In Yanggu Co 陽穀縣, Shandong",36.1144699,115.7913099,Cheng 2.3,,,b'\x00\x01\xe6\x10\x00\x00\x11`G\xd2\xa4\xf2\\@.p\x1e\xf3\xa6\x0eB@\x11`G\xd2\xa4\xf2\\@.p\x1e\xf3\xa6\x0eB@|\x01\x00\x00\x00\x11`G\xd2\xa4\xf2\\@.p\x1e\xf3\xa6\x0eB@\xfe',587
643,,Shangmi,商密,Chu,"SW of Xichuan Co 淅川縣, Henan",33.0333333,111.55,Xi 25.3; Wen 14.10,,,b'\x00\x01\xe6\x10\x00\x0033333\xe3[@\x13\xaf\xfcCD\x84@@33333\xe3[@\x13\xaf\xfcCD\x84@@|\x01\x00\x00\x0033333\xe3[@\x13\xaf\xfcCD\x84@@\xfe',633
644,,Shangqiu,商丘,Song,"Cap Modern Shangqiu City 商丘市, Henan.",34.4142699,115.65635,Xiang 9.1; Zhao 1.12. See map 2.,,,b'\x00\x01\xe6\x10\x00\x00\xb2.n\xa3\x01\xea\\@\xcd\x1b\xcc\xcb\x065A@\xb2.n\xa3\x01\xea\\@\xcd\x1b\xcc\xcb\x065A@|\x01\x00\x00\x00\xb2.n\xa3\x01\xea\\@\xcd\x1b\xcc\xcb\x065A@\xfe',"539,562"
645,,Shangren. .,商任,Que,"In Anyang Co 安陽縣, Henan.",36.1598999,114.41365,"Xiang 21.8(C), 21.7, 22.3",,,b'\x00\x01\xe6\x10\x00\x00c\x7f\xd9=y\x9a\\@\x1c\x91\x94\x99w\x14B@c\x7f\xd9=y\x9a\\@\x1c\x91\x94\x99w\x14B@|\x01\x00\x00\x00c\x7f\xd9=y\x9a\\@\x1c\x91\x94\x99w\x14B@\xfe',"550,550,549"
646,,Shangyan .  .,商奄,,"Ancient dom near Qufu Co 曲阜縣, Shandong",35.53986,117.04719,Ding 4.1.,,,b'\x00\x01\xe6\x10\x00\x00\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@|\x01\x00\x00\x00\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@\xfe',504
647,,Shangyang,上陽,Nanguo,"S of Xia Co 陜縣, Henan",34.7205399,111.10338,Xi 5.8,,,b'\x00\x01\xe6\x10\x00\x00\xdf\xc3%\xc7\x9d\xc6[@G\xfb\xc4\xa6:\\A@\xdf\xc3%\xc7\x9d\xc6[@G\xfb\xc4\xa6:\\A@|\x01\x00\x00\x00\xdf\xc3%\xc7\x9d\xc6[@G\xfb\xc4\xa6:\\A@\xfe',653
648,,Shao River,少水,Jin,Modern Qin River 沁水,35.6901499,112.1866,Xiang 23.4,,,b'\x00\x01\xe6\x10\x00\x00\xc0[ A\xf1\x0b\\@9\xeb\xf8\xd4V\xd8A@\xc0[ A\xf1\x0b\\@9\xeb\xf8\xd4V\xd8A@|\x01\x00\x00\x00\xc0[ A\xf1\x0b\\@9\xeb\xf8\xd4V\xd8A@\xfe',548
649,,Shaodi,少禘,Wei,Unk,35.77757000000004,117.80172000000007,Ai 11.6,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',483
650,,Shaoliang,少梁,Qin,"S of Hancheng Co 韓城縣, Shaanxi",35.47754,110.47562,Wen 10.1,,,b'\x00\x01\xe6\x10\x00\x00\xb5T\xde\x8ep\x9e[@\x13D\xdd\x07 \xbdA@\xb5T\xde\x8ep\x9e[@\x13D\xdd\x07 \xbdA@|\x01\x00\x00\x00\xb5T\xde\x8ep\x9e[@\x13D\xdd\x07 \xbdA@\xfe',615
651,,Shaoling .,召陵,,"P, E of Yancheng Co 郾城縣, Henan.",33.5870499,114.00664,"Xi 4.3(C), 4.1, 5.5; Zhao 4.3, 14.3; Ding 4.2(C), 4.1, 4.2, 4.3. See map 4.",,,b'\x00\x01\xe6\x10\x00\x00\x1c\xb6-\xcal\x80\\@^\xcf|s$\xcb@@\x1c\xb6-\xcal\x80\\@^\xcf|s$\xcb@@|\x01\x00\x00\x00\x1c\xb6-\xcal\x80\\@^\xcf|s$\xcb@@\xfe',"504,504,504,504,536,526,654,654,653"
652,,Shaoxi,少習 (mountain),Chu,"E of Shang Co 商縣, Shaanxi",33.8627299,109.94107,Ai 4.2,,,b'\x00\x01\xe6\x10\x00\x00\xcaO\xaa}:|[@\x03\xe4\xf0\xeem\xee@@\xcaO\xaa}:|[@\x03\xe4\xf0\xeem\xee@@|\x01\x00\x00\x00\xcaO\xaa}:|[@\x03\xe4\xf0\xeem\xee@@\xfe',490
653,,Sharui,沙汭,Chu,"NE of Huaiyuan Co 懷遠縣, Anhui",33.0039899,117.25089,Zhao 27.2,,,b'\x00\x01\xe6\x10\x00\x00.9\xee\x94\x0eP]@\xd5\x01\xb5\xbd\x82\x80@@.9\xee\x94\x0eP]@\xd5\x01\xb5\xbd\x82\x80@@|\x01\x00\x00\x00.9\xee\x94\x0eP]@\xd5\x01\xb5\xbd\x82\x80@@\xfe',513
654,,Shasui,沙隨,Song,"N of Ningling Co 寧陵縣, Henan",34.573815,115.318084,"Cheng 16.8(C), 16.6; Xiang 9.7, 22.5.",,,b'\x00\x01\xe6\x10\x00\x00`X\xfe|[\xd4\\@%z\x19\xc5rIA@`X\xfe|[\xd4\\@%z\x19\xc5rIA@|\x01\x00\x00\x00`X\xfe|[\xd4\\@%z\x19\xc5rIA@\xfe',"562,549,573,573"
655,,She . .,社,Zhou,"NE of Gong Co 鞏縣, Henan.",34.7479799,113.02206,Zhao 22.5,,,"b'\x00\x01\xe6\x10\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@/\xa3XniA\\@]H,\xce\xbd_A@|\x01\x00\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@\xfe'",518
656,,She,葉,Chu,"S of Ye Co 葉縣, Henan",33.6268299,113.35737,"Xuan 3.6; Cheng 15.13(C), 15.7; Zhao 18.7; Ai 16.5.  1.4; Zhuang 6.3, 18.5; Xi 7.2, 25.3, 28.3, 28.4; Wen 16.4; Cheng 6.11, 7.5, 15.3, 16.5; Xiang 26.10; Zhao 4.2(C), 4.3, 11.3(C), 11.2, 13.2, 13.5; Ai 17.4. See map 4",,,b'\x00\x01\xe6\x10\x00\x00\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@|\x01\x00\x00\x00\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@\xfe',"478,493,488,476,487,469,466,466,478,488,487,479,478,468,490,490,483,483,481,481,477,522,,574,574,571,573,588,583,571,582,564,561,561,573,583,582,574,573,604,,651,633,630,630,686,674"
657,,Shen,申 (2),Zheng,"E of Gong Co 鞏縣, Henan",34.7479799,113.02206,Wen 8.1,,,"b'\x00\x01\xe6\x10\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@/\xa3XniA\\@]H,\xce\xbd_A@|\x01\x00\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@\xfe'",617
